--è¯çáÓ¡£¨±©ÂÊ°æ£©
drops=
{
  { id=1058,count=1,strong =-6,quality=-3, propability=556, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=1052,count=1,strong =-6,quality=-3, propability=556, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=1053,count=1,strong =-6,quality=-3, propability=556, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=1054,count=1,strong =-6,quality=-3, propability=556, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=1055,count=1,strong =-6,quality=-3, propability=556, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=1056,count=1,strong =-6,quality=-3, propability=556, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=1057,count=1,strong =-6,quality=-3, propability=556, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=1036,count=1,strong =-6,quality=-3, propability=556, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=1037,count=1,strong =-6,quality=-3, propability=556, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=1038,count=1,strong =-6,quality=-3, propability=556, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=1039,count=1,strong =-6,quality=-3, propability=556, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=1040,count=1,strong =-6,quality=-3, propability=556, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=1041,count=1,strong =-6,quality=-3, propability=556, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=1042,count=1,strong =-6,quality=-3, propability=556, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=1043,count=1,strong =-6,quality=-3, propability=556, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=1044,count=1,strong =-6,quality=-3, propability=556, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=1045,count=1,strong =-6,quality=-3, propability=556, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=1046,count=1,strong =-6,quality=-3, propability=556, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=44,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=45,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=46,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=47,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=48,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=49,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=50,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=51,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=52,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=53,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=54,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=55,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=56,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=57,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=58,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=59,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=60,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=61,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=62,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=63,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=64,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=65,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=33,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=34,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=35,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=36,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=37,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=38,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=39,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=40,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=41,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=42,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=43,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=22,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=23,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=24,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=25,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=26,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=27,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=28,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=29,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=30,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=31,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=32,count=1,strong =-6,quality=-3, propability=1429, bind=0,group=1,strongMin =1,qualityMin=2},
 { id=1693,count=3,strong =0,quality=0, propability=42, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1696,count=3,strong =0,quality=0, propability=42, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1699,count=3,strong =0,quality=0, propability=42, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1702,count=3,strong =0,quality=0, propability=42, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1685,count=2,strong =0,quality=0, propability=20, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1687,count=2,strong =0,quality=0, propability=18, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1690,count=2,strong =0,quality=0, propability=100, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=611,count=4,strong =0,quality=0, propability=33, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1002,count=25,strong =0,quality=0, propability=16, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1646,count=10,strong =0,quality=0, propability=17, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1647,count=6,strong =0,quality=0, propability=17, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=747,count=2,strong =0,quality=0, propability=67, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=757,count=2,strong =0,quality=0, propability=67, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=767,count=2,strong =0,quality=0, propability=67, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=777,count=2,strong =0,quality=0, propability=67, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=787,count=2,strong =0,quality=0, propability=67, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=797,count=2,strong =0,quality=0, propability=67, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=807,count=2,strong =0,quality=0, propability=67, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=817,count=2,strong =0,quality=0, propability=67, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=827,count=2,strong =0,quality=0, propability=67, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=748,count=1,strong =0,quality=0, propability=333, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=758,count=1,strong =0,quality=0, propability=333, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=768,count=1,strong =0,quality=0, propability=333, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=778,count=1,strong =0,quality=0, propability=333, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=788,count=1,strong =0,quality=0, propability=333, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=798,count=1,strong =0,quality=0, propability=333, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=808,count=1,strong =0,quality=0, propability=333, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=818,count=1,strong =0,quality=0, propability=333, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=828,count=1,strong =0,quality=0, propability=333, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1004,count=3,strong =0,quality=0, propability=50, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1005,count=3,strong =0,quality=0, propability=50, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1009,count=5,strong =0,quality=0, propability=25, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1011,count=3,strong =0,quality=0, propability=50, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1558,count=5,strong =0,quality=0, propability=33, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1559,count=15,strong =0,quality=0, propability=20, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1588,count=3,strong =0,quality=0, propability=50, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1440,count=2,strong =0,quality=0, propability=50, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1590,count=1,strong =0,quality=0, propability=200, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1442,count=5,strong =0,quality=0, propability=17, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1003,count=1,strong =0,quality=0, propability=333, bind=0,group=1,strongMin =0,qualityMin=0},
 { id=1660,count=1,strong =0,quality=0, propability=1, bind=0,group=1,strongMin =0,qualityMin=0},


}
