--系统提示的配置表，每一个引号括起来的表示一条系统提示，从0开始编号
--注意：每行提示语要严格按照一定的格式写："****** ",	--varname,	//中文注释 
"该物品不能销毁 ",				--tpItemCanNotDelete, //该物品不能销毁
"背包已经满了 ",				--tpBagIsFull,       //背包已经满
"装备[##textbutton,#c2cab0a%s##]穿戴后绑定了 ",				--tpItemTakenOnBinded, //[ %s ]穿戴后被绑定
"当前状态无法使用该道具 ",				--tpItemCanNotUseNow, //当前状态无法使用道具
"需要再清理出 %d 个背包格子才能领取奖励 ",				--tpItemNeedMoreGrid,  //需要清理出 %d 个格子才能领取
"系统转发给你的物品无法接收，请清理背包 ",				--tpBagFullNotGetSysItem,//需要清理背包以接收系统转发的物品
"本区域内不允许使用本物品 ",				--tpItemRegionCanNotUseItem, //本区域内不能使用物品
"物品还在冷却中 ",				--tpItemInCD,					// 该物品正在冷却中
"出战伙伴数量已达上限 ",				--tpMaxFightPartner,        //出战伙伴数量已达上限
"等级不足,无法出战第 %d 个伙伴 ",				--tpLevelLimitSelectFightPartner,        //等级不足,无法出战第%d个伙伴
"没有出战的伙伴，无法使用技能 ",				--tpSkillNoBattlePet,        //没有出战的伙伴
"伙伴没有学习该技能 ",				--tpSkillPetHaveNot,
"仓库已满，请增加仓库栏",				--tpDepotBagIsFull, //仓库背包已经满了，不能再添加
"花费 %d %s 开启 %d 格仓库位 ",				--tpDeportEnlargeFee, //扩展仓库花费
"该物品不能放到仓库 ",				--tpItemCanNotPutDepot,//该物品不能放仓库
"交易的时候物品不能放仓库 ",				--tpFailForDealing, //在交易的时候不能这么做
"该物品不是装备，不可强化。 ",				--tpEquipEnhanceNotEquip, //该物品不是装备，不可强化。
"强化已是最高级，不可再强化。 ",				--tpEquipEnhanceMaxLevel, //强化已是最高级，不可再强化。
"强化该装备所需银两不足。 ",				--tpEquipEnhanceMoneyLack, //强化该装备所需银两不足。
"强化该装备所需强化石不足。 ",				--tpEquipEnhanceStoneLack, //强化该装备所需强化石不足。
"强化成功。 ",				--tpEquipEnhanceSuccess, //强化成功。
"强化失败。 ",				--tpEquipEnhanceFaile, //强化失败。
"分解所需银两不足。 ",				--tpEquipBreakMoney,  //分解所需银两不足。
"注入所需银两不足。 ",				--tpInjectionMoney,  //注入所需银两不足。
"您没有天地归元符。 ",				--tpInjectionAssistItem,  //您没有天地归元符。
"精锻所需银两不足。 ",				--tpForgeMoney,  //精锻所需银两不足。
"元灵物品不足。 ",				--tpForgeAssistItem,  //元灵物品不足。
"没有足够材料可制作。 ",				--tpJobMakeAssistItem,  //没有足够材料可制作。
"无制作工具。 ",				--tpJobMakeToolItem,  //无制作工具。
"体力不足。 ",				--tpEngLack,  //体力不足。
" %s 制作出 %s 。 ",				--tpJobMakeBorad,  // %s 制作出 %s 。
"你现在不够等级创建，等到了 %d 级再来吧 ",				--tpCreateGuildErrorLevel,		//不够等级创建世族
"你还不够等级加入世族 ",								--tpJoinErrorLevel,
"对方等级不够，不能加入世族 ",							--tpInviteLevelNotEnough,		// 邀请加入的人等级不够
"非常抱歉，阁下还没有凑足金钱来创建世族！ ",				--tpCreateGuildNotEnough,			//不够银两创建世族
"您已经加入了一个世族，不能再创建世族了！ ",				--tpCreateGuildHasInGuild,		//已经在一个世族里了，不能再另外创建世族
"您没有解散世族的权利！ ",				--tpNoRightToDelete,				//不够权限解散世族
"你输入的世族名含有非法字符或长度不对，请检查后重试 ",				--tpCreateGuildNameErr,			//世族名含有非法字符
"非常抱歉，世族名称已被使用，请输入其他名称 ",				--tpCreateGuildNameInUse,			//世族名称已被使用
"世族#c56edff【 %s 】#cffecb9创建成功，号召天下豪杰，策马共战江山！  ##textbutton#c2cab0a#u1申请加入#u0#info,@@joinGuild,%d## ",	--tpCreateGuildBroadcast,			//数据服务器的内部错误
"世族#c56edff【 %s 】#cffecb9创建成功，号召天下豪杰，策马共战江山 ",	--tpCreateGuildBroadcast1,
"非常抱歉，您没有权限进行此操作 ",				--tpNoRight,						//邀请玩家加入的权限不够
"你已经加入了一个世族，不能再继续加入其他世族 ",				--tpJoinApplyHasInGuild,			//申请加入世族的的时候，之前已经加入过世族
"非常抱歉，指定的世族不存在或者已被解散 ",				--tpNoThisGuild,					//不存在这个世族，或者已被解散
"非常抱歉，世族 %s 已经拒绝了你的申请加入 ",				--tpJoniApplyReject,				//申请加入被拒绝
"#c%s%s&&1#cffffff2#c643f17&&加入了世族!    ",				--tpJoinGuildSucc,				//成功加入世族,这个一般是广播给世族成员的消息
"您已经脱离了世族: %s  ",				--tpLeftGuild,					//被开除或者脱离了世族
"你已经被踢出了世族: %s  ",				--tpKickGuild,				//
"你脱离世族后，在1小时内，不能加入其他世族，也不能创建新世族 ",				--tpLeftGuildCanNotJoin,			//脱离世族后，要在规定的时间内，不能加入其他世族，也不能接受邀请
"无法邀请，对方已加入世族！ ",				--tpGuildInviteFree,			//同上
"你并没有加入任何世族！ ",				--tpNotInGuild,					//还没有加入世族
"你已经成功禅让族长了！ ",				--tpChangeLeaderSucc,				//更换族长成功
"恭喜你，你已经成为了 %s 的族长！ ",				--tpBeLeader,						//成为族长
"本职位的人数超出限制！ ",				--tpGuildPosLimit,				//副族长的人数超出了限制，升职的时候引发
"恭喜你，你已经升级了世族职位！ ",				--tpUpPos,						//被升职了
"你被世族降职了！ ",				--tpDownPos,						//被降职了
"世族 %s 已经达到人数上限了！ ",				--tpMaxMemberCount,				//达到人数上限，不能新增人
"更新成功！ ",				--tpUpdateMemoSucc,				//公告更新成功
"你解散世族成功！ ",				--tpDeleteGuildSucc,				//解散世族成功
"你解散世族失败，请稍后重试！ ",				--tpDeleteGuildErr,				//解散世族失败
"你的申请已提交，请耐心等候族长审批 ",				--tpApplySubmit,					//申请加入世族已提交
"你的操作已成功！ ",				--tpOperSucc,						//操作成功，通用的提示语
"族长不能脱离世族！ ",				--tpLeaderCanNotLeft,				//族长不能脱离世族
"世族福利每日只能领取一次！ ",				--tpZjOneDayOneTime,				//世族福利每日只能领取一次！
"成功领取世族福利 %s X %d ",				--tpGetWealSucc,					//获取世族福利成功
"您的世族贡献不够，不能领取福利 ",				--tpGuildWealNotGX,						//
"您的贡献值不足以购买此物品 ",				--tpGuildStoreNotGx,					//购买世族物品不够贡献值
"没达到升级的条件 ",				--tpCannotUplevelGuild,					//
"恭喜，您的世族成功升级了！ ",				--tpGuildUpgrade,					//世族成功升级
"您必须任职72小时后才能解散世族！ ",				--tpDelGuildTimeErr,				//你必须任职一定的时间后才能解散世族
"有新玩家申请加入世族，请尽快审核吧。 ",				--tpGuildHasApply,				//有新玩家申请加入世族，请尽快审核吧。
"您所在的世族已被解散！ ",				--tpDeleteGuildMemo,				//解散后发给帮众的公告
"建设度不足以升级世族 ",				--tpStoneNotEnough,							//
"对方已加入其他世族 ",				--tpHasJoinOtherGuild,					//
"对方拒绝了你的召唤 ",				--tpRefuseCall,					//拒绝召唤
"世族已经是最高等级 ",				--tpGuildLevelMax,					//
"对方目前无法加入世族 ",				--tpLeftGuildCannotJoin,				//
" #c%s%s &&1#cffffff2#c643f17&&已离开了我们的世族 ",				--tpOtherLeftGuild,				//某人离开了世族
"对方拒绝了你的世族邀请 ",				--tpRefuseInviteGuild,			//拒绝世族邀请
"恭喜 #c%s%s&&1#cffffff2#c643f17&& 被任命为精英! ",				--tpChangeGuildPos_jy,				//
"恭喜 #c%s%s&&1#cffffff2#c643f17&& 被任命为长老! ",				--tpChangeGuildPos_hf,
"恭喜 #c%s%s&&1#cffffff2#c643f17&& 被任命为副族长! ",				--tpChangeGuildPos_fbz,
"恭喜 #c%s%s&&1#cffffff2#c643f17&& 被任命为族长! ",				--tpChangeGuildPos_bz,
--这四句次序不能变，而且要连续的
"世族建筑世族要塞提升到 %d 级！", 				--tpGuildUpgrad_1,
"世族建筑英雄大宴提升到 %d 级！", 				--tpGuildUpgrad_2,
"世族建筑翰皇虎符提升到 %d 级！", 				--tpGuildUpgrad_3,
"世族建筑珍奇宝阁提升到 %d 级！", 				--tpGuildUpgrad_4,
"恭喜世族等级提升到 %d 级！",					--tpGuildUpgrad,
"#c%s%s#cffffff慧眼识珠，将族长之位传给#c%s%s#cffffff，希望各位成员多多支持！", 	--tpGuildLeaderChange,

"对方玩家已经下线！ ",				--tpGuildNoOne,					//玩家已经下线
"你身上没有足够兴帮令！ ",				--tpGuildNoItemFr,				//没有增加繁荣度的兴帮令
"你背包已满，无法领取世族福利，请整理背包后再试 ",				--tpGuildFullBag,					//背包已满，无法领取福利
"只可邀请同阵营的玩家加入世族 ",				--tpOtherZyCanNotEnter,           //别的阵营的人不能加入本世族
"只可加入同阵营的世族 ",												--tpCanJoinSameCampGuild,
"对方已离线，无法邀请 ",						--tpOfflineInvite,
"商品不存在 ",				--tpStoreItemNotExists,	//商品不存在
"背包已满，无法购买此物品 ",				--tpStoreNotEnoughBagSpace,//背包已满，无法购买商品
"金钱不足，无法购买此物品 ",				--tpStoreNotEnoughMoney,	//余额不足购买商品
"没有可提取的元宝 ",				--tpStoreNoYuanBaoCanWithdraw,	// 没有可提取的元宝
"系统出错，错误码 %d  ",				--tpStoreWithdrawYuanBaoFailed,	// 查询或者提取元宝错误
"你已经在交易了，请先完成本次交易 ",				--tpYouAreDealingNow,		//你已经在交易了，请先完成本次交易
"对方不在线，无法进行此操作 ",				--tpDealTargetNotExists,	//交易对方不在线
"对方正在交易，请稍后再试 ",				--tpTargetIsDealing,		//对方正在交易，请稍后再试
"交易请求已经发出，请等待 %s 回应 ",				--tpAlreadyInvaiteDeal,	//交易请求已经发出，请等待对方回应
" %s 拒绝与你进行交易 ",				--tpTargetDoNotDealWithYou,//对方拒绝与你交易
"交易对方已经离开，交易被取消 ",				--tpDealRequesterHasLeaved,//交易对方已经离开，交易被取消
"对方背包已经无法放下更多物品，无法继续添加 ",				--tpDealBlankWasFull,
"交易物品已达上限，无法再添加 ",				--tpDealBlankWasFullSelf,
"添加交易物品失败，对方的背包无法继续容纳更多的物品 ",				--tpTargetBagMaybeFull,	//交易对方的背包无法继续容纳更多的物品
"只能在双发都锁定交易后才能完成交易 ",				--tpYouMustLockDealFirst,	//只能在双发都锁定交易后才能完成交易
"由于你的背包无法完全容纳交易对方放入的物品，交易已被取消 ",				--tpDealCanceledOfMyBagWasFull,//由于你的背包无法完全容纳交易对方放入的物品，交易已被取消
"由于对方背包无法完全容纳你放入的物品，交易已被取消 ",				--tpDealcanceldOfTargetBagWasFull,//由于对方背包无法完全容纳你放入的物品，交易已被取消
"交易数据验证失败，交易已被取消 ",				--tpDealDataValidateFailure,//交易数据验证失败，交易已被取消
"交易数据验证失败，可能是交易期间物品数量发生了改变，交易取消！ ",			--tpDealCountChange,
"对方已经确认交易，您现在可以按下交易键完成交易 ",				--tpDealTargetConfimed,	//对方已经确认交易，您现在可以按下交易键完成交易
"对方已经锁定交易，您现在可以按下锁定按钮后点击交易按钮 ",				--tpTargetHasLockedDeal,	//对方已经锁定交易，您现在可以按下锁定按钮后点击交易按钮
"对方已经锁定交易，您现在可以按下锁交易按钮等待对方完成交易 ",				--tpYouMayClickDealBtnNow,//对方已经锁定交易，您现在可以按下锁交易按钮等待对方完成交易
"您已经锁定交易，请等待对方按下锁定按钮 ",				--tpWaitTargetLockDeal,	//您已经锁定交易，请等待对方按下锁定按钮
"绑定物品无法交易 ",				--tpItemIsBinded,         //绑定物品无法交易
"任务物品无法交易 ",				--tpItemIsQuestItem,		// 任务物品无法交易
"你没有足够的交易金钱 ",				--tpDealNoMoney,			// 距离太远，交易取消
"本物品不在交易列表中",										--tpNoDealItem,
"已锁定 ",				--tpDealHasLocked,			// 已锁定
"对方金钱已经超过最大数量 ",				--tpTargetMoneyIsFull,        //对方金钱已经超过最大数量
"自己的金钱超过最大数量 ",				--tpSelfMoneryIsFull,         //自己的金钱超过最大限度 
"掉落包裹距离过远 ", 				--tpLootBagTooFar,   //
"该物品不属于自己，不能拾取 ",    				--tpLootItemIsnotYou, //
"物品已经被拾取或者不存在这个物品 ",				--tpItemNotExisting, //背包里的物品已经不存在
"背包满了，拾取失败 ",				--tpLootFailForBagFull, //背包满了，拾取失败
" %s 拾取了[ ##textbutton,#c2cab0a%s## ] ",				--tpLootItem, // %s 拾取了[ %s ]
"背包已满，无法继续获得任务道具 ",				--tpLootTaskItemBagFull,	// 添加任务物品失败，背包已经满
"恭喜#c8000ff【 %s 】#cffffff击败#c8000ff %s #cffffff，获得物品#c8000ff %s #cffffff！ ",				--tpLootBroadcast,    // 恭喜 【 %s 】  %s   击败 %s ，获得物品 %s ！
"获得铜钱 %d  ",				--tpGetBindCoin,   //获得铜钱 %d 
"失去铜钱 %d  ",				--tpLostBindCoin,   //失去铜钱 %d 
"获得银两 %d  ",				--tpGetCoin,      //获得金钱 %d 
"失去银两 %d  ",				--tpLostCoin,      //失去金钱 %d 
"获得玉佩 %d  ",				--tpGetBindYuanbao,   //"获得礼金 %d  ",
"失去玉佩 %d  ",				--tpLostBindYuanbao,   //"失去礼金 %d  ",
"获得元宝 %d  ",				--tpGetYuanbao,   //"获得元宝 %d  ",
"失去元宝 %d  ",				--tpLostYuanbao,   //"失去元宝 %d  ",
"对方不在线，无法进行此操作 ",				--tpTeamOpOfflineUser,         //玩家 %s 离线，不能进行操作
"队伍人数已经达到上限 ",				--tpTeamIsFull,                //队伍已经满员，无法加入更多的成员
"玩家 %s 已经在队伍中 ",				--tpTeamIsInTeam,              //玩家已经在队伍中了
"您创建了队伍！ ",				--tpTeamCreated,				 // 您创建了队伍
"您加入了 %s 的队伍 ",				--tpTeamJoinTeam,				 // 你加入了 %s 的队伍
"对方不在线，无法进行此操作 ",				--tpTeamApplyOfflineUser,      //玩家 %s 已经不在线，申请入队失败
"玩家 %s 不在队伍里，申请失败 ",				--tpTeamApplyNotTeamUser,      //玩家 %s 没有队伍，申请失败
"需要队长才能够操作 ",				--tpTeamNeedCaptin,             //需要队长才能够操作
"不在队伍里，无法进行操作 ",				--tpTeamNotInTeam,              //不在队伍里，无法操作
"不能设置不在线的玩家为队长 ",				--tpTeamOfflineUserCannotCaptin, //离线玩家不能成为队长
"对方队长 %s 拒绝了你申请入队的请求 ",				--tpTeamRefuseApply,            //拒绝了入队请求
"已经在队伍中了，不能再加入别的队伍 ",				--tpTeamSelfIsInTeam,            //自己已经在队伍中了，不能再加入其它的队伍
"没有加入队伍，不能使用队伍频道发送消息 ",				--tpTeamChatFail,               //没有加入队伍，无法队伍发言
"队长已经移交给了  %s   ",				--tpSetNewCaptin,               //队长已经移交给了   %s   
"  %s  拒绝加入队伍 ",				--tpOtherRefuseJoinTeam , //  %s  拒绝加入队伍
"不能对自己操作 ",				--tpCanNotOPOnSelf,       //不能对自己操作
"你要查看的队伍不存在！ ",				--tpNoTeam,			//你要查看的队伍不存在！
"对方在副本战斗中，不能接受你的邀请！ ",				--tpInviteOtherInFuben,	//要邀请的人已经在副本中，不能和你组队
"队伍正在副本中战斗，不能新增队员 ",				--tpTeamInFubenCanNotAddMember,		//队伍在副本中，不能新增队员
"对方正在副本中，不能加入其队伍！ ",				--tpInFubenCanNotJoinTeam,		//在副本中不能加入其他队伍
"邀请已发送 ",				--tpSendInviteJoinTeam,		//邀请已发送
"申请已发送 ",				--tpSendApplyTeam,		//邀请已发送
"你不能在这个地方打坐，请到安全的地方再开始打坐 ",				--tpSceneErr,			//不能在战斗场景里打坐
"你的经验不足，不能转换！ ",				--tpExpNotEnough,		//经验不足
"你还没有装备坐骑！ ",				--tpNoMount,			//没有装备坐骑
"PK状态下禁止使用坐骑",				--tpPkCannotMount,
"你已在一个副本中，如果要创建新的副本，请先退出原有的副本 ",				--tpInFuben,		//你已在一个副本中，如果要创建新的副本，请先退出原有的副本
"距离NPC过远，无法对话！ ",				--tpNpcTooFar,	//
"你正在切磋中，不允许邀请其他人 ",					--tpMatchIng,		//正在切磋中
"您在本次切磋中实力相当，打成平局。 ",				--tpMatchTimeout,		//切磋超时，双方打平了
"这里不允许武艺切磋，请移步其他地方！ ",				--tpSceneCannotMatch,	//场景不能切磋
"对方拒绝了你的切磋邀请 ",				--tpRefuseMatch,		//对方拒绝了你的切磋邀请
"对方已经在同别人切磋中！ ",				--tpOtherIsMatching,	//对方已经在切磋中
"因对方脱逃，您获得本次切磋胜利    ",				--tpWinmatch1,		//因对手脱逃而胜利
"您已逃脱，切磋结束    ",				--tpMatchLost1,		//因自己脱逃而失败
"您获得本次切磋的胜利    ",				--tpWinmatch2,		//切磋胜利
"您虽失败，强化实力后再切磋武艺    ",				--tpMatchLost2,		//切磋失败
"%d级后才能切换模式，快快努力升级吧！    ",				--tpFreePkLevelErr,	//等级不够，设置自由pk模式
"%d秒后才可再次切换战斗模式    ",				-- tpSetpkcdErr,	//设置pk模式cd中
"您还未参加任何世族    ",				-- tpNotJoinGuild,	// 没有世族，不能切换到世族模式
"战斗中不可切换战斗模式    ",				-- tpBattleNotChangePkMode,	//战斗中不能切换pk模式
"组队状态下，不可切换为世族模式    ",				-- tpTeamChangeGuidMode,	//战斗中不能切换pk模式
"%s玩家等级不足，不可切换杀戮模式    ",				--tpHaveActorNotLevel,	//
"处于组队中，仅队长可以战斗模式    ",				--tpNotCaptinNotChongePkMode,
"队长已将队伍切换为和平模式    ",				--tpChongeHePingMode,
"队长已将队伍切换为杀戮模式    ",				--tpChongepkMode,
"您设置队伍为杀戮模式，%s等级不足%d，不可切换战斗模式    ",				--tpInvitaActorNotLele,
"你的杀戮值已变成了 %d  ",				--tpPkChange,				//杀戮值改变
"该队伍为杀戮模式队伍，您的等级不足%d级，无法切换战斗模式，换个队伍试试吧    ",				--tpApplyTeam,				//杀戮值改变
"你的战魂值提高了 %d    ",				--tpZhanHunChange,		//战魂值改变
"你的切磋邀请已发送，请等待对方回复 ",				--tpSendMatchInvite,		//邀请已发送，等待回复
"所需费用不足。 ",				--tpNPCTradeMoneyLack,  //金钱不足。
"背包已满。 ",				--tpNPCTradeBagFull,    //背包已满。
"元宝不足。 ",				--tpStorehouseExtendYBLack,  //元宝不足。
"你的摊位已满，不能寄售新物品！ ",				--tpConsiFull,				//摊位已满
"你没有这个物品或者数量不足，请重新选择寄售物品 ",				--tpConsiHaveNotItem,			//没有这个物品或者数量不足
"此物品已被绑定，不能售卖！ ",				--tpConsiItemBinded,			//物品已被绑定，不能售卖
"本物品耐久度未达到最大值，不允许售卖！ ",				--tpConsiDuraErr,				//非完整物品，耐久度不等于最大值
"此物品有时间限制，不允许寄售！ ",				--tpConsiTimeLimit,			//物品有时间限制
